,name,rating,review
786,Sambhu Sweet House,5.0,
787,Sambhu Sweet House,5.0,amazing place for the sweets good nd tsty sweets nd fresh to are available you sholud have to visit here specially eat heres kalakand barfi amazing love it
788,La Pino'z Pizza,4.0,Lapinoz is well known for its excellent range of pizzas Few weeks back I tried 18 inch giant pizza here with my squad and loved it to bitsIt was a thin crust  nicely baked pizza with apt amount of cheese and tasted divingToppings can be improved a bitPrices of their stuffs are justified by the amount and taste they serveA must try place in city
789,La Pino'z Pizza,1.0,Well they would just take your money and not deliver the order after making you wait for more than an hour And I didnt even get a refund its just the worst service Ive experienced
790,La Pino'z Pizza,1.0,Worst pizzza ever I had
791,La Pino'z Pizza,3.0,I first ordered paneer tikka pizza from here which was quite good Relieving on that i ordered veg mexicana red sauce pasta which turned out to be horrible and tasteless The pasta was uncooked and bland
792,La Pino'z Pizza,1.0,
793,Allahabad Kabab Paratha,4.0,
794,Allahabad Kabab Paratha,5.0,
795,Allahabad Kabab Paratha,5.0,
796,Allahabad Kabab Paratha,4.0,
797,Allahabad Kabab Paratha,4.0,
798,Fast Food Plaza,5.0,
799,Fast Food Plaza,4.0,
800,Fast Food Plaza,5.0,heir taste is best
801,Fast Food Plaza,4.0,
802,Fast Food Plaza,1.0,
803,Art Of Spices,5.0,fter a long time I got food that was value for money especially when you order through app Generally the quality and quantity of food that we get through online partners are not of good standard But this was an exception
804,Art Of Spices,4.0,he Millenium Inn Allahabad is in the vicinity of High Court on Hastings Road The Art of Spices is the restaurant of the Millenium Inn The hotel also has its own Cafe in the premises as well The ambience of the restaurant is nothing over the top but it has a feel good factor The restaurant has huge comfortable sofas as well as chairs The service is quick The staff is polite and attentive They have live music over the weekend Overall a good place for a lunch or dinner Ordered Salt and Pepper Chicken Chinese Chopsuey Chicken noodles Chicken fried rice and Chilli chicken All the dishes were well balanced and presented well Would definitely go back for more
805,Art Of Spices,3.0,I was very skeptical before ordering food from here But when I ordered and the parcel was delivered I was amazed with the service The packaging was too good I order veg burger from here and it was served with fries mayonnaise dip and ketchup Burger was so loaded with cheese and veggies It was amazing and it is recommended Since the delivery boy delivered it late it wasnt that hot but was very filling and tasty
806,Art Of Spices,1.0,I dont like pasta here Wrost pasta Service not good 
807,Art Of Spices,5.0,his is a new good choice Rates r nominal Quantity is too much Service is bit loose Manageable from Prayagraj standards Taste is good Choices r avbl Chinese Sizzler Indian Were good Wud definitely like to visit again
808,King Classic Restaurant,4.0,Its a beautiful and peaceful fine dine restaurant  I loved the dim yellow lighting of the place which gives calm vibes  Staff was curteous  They have a vast menu  We ordered Punjabi masala paneer  butter naan an d veg rolls  Everything was mouth smacking  really loved the flavors of paneer which was prepared well 
809,King Classic Restaurant,3.0,Interior is nice but little more lighting and good music wouldnt hurt anybody Service is average needs improvement Staff is courteous Price is tid bit on expensive side I ordered Bhuna Murg Butter Naan which was really good and Murg Malai Tikka could have been better if it was more tender
810,King Classic Restaurant,5.0,Had a great experience here The food was very delicious  the ambiance was goodthe interiors were also good The staff was also very courteous and the the service was also very good We ordered lunch And it was perfectvery tasty Its value for money Must visit
811,King Classic Restaurant,3.0,estaurant service is totally bad they were fail to manage all the things main course Food is ohk ohk typ We ordered fried dal stuff naan butter naan manchurian dry mushroom sweet corn vegetable is best from all over You had to try soup also to feel better And overall it is too costly as compared to foods typ
812,King Classic Restaurant,3.0,Hey Allahabadis Here is a new place to hang out with your friends Good sitting arrangement and food is ok But I liked the crispy corn Chicken kathi is also good Noodles is fine
813,Mirchi The Taste of India,5.0,he good is well the taste is also well but needs some improvement in packaging  mirchi the taste of all
814,Mirchi The Taste of India,5.0,its goods for me as well as quick delivery from d side of delivery boy waale biya the foods r literally tasty but needs some improvement on the non veg items over all its good
815,Mirchi The Taste of India,1.0,elivery is quick but food is not as tasty as high the prices areIt took only 35 minutes to deliverbut the delivery boy had hung the order on his motorcycle handlewhich I didnt liked because other restaurants have a plastic box on the motorcycle
816,Mirchi The Taste of India,5.0,nice place for students and family
817,Pride Inn Tantra Restaurant,2.0,aste was okay  that I was expecting very delicious because of their prices it was not as delicious  mocktail had too much sugar that was spoiling its taste
818,Pride Inn Tantra Restaurant,4.0,If I talks about the taste its great if anyone want to go there then you must try there JungliChicken and Spegati both dish are wonderful in taste Ambiance is nice not so good and service is slow
819,Pride Inn Tantra Restaurant,5.0,It was just awesome The food was just so delicious and the staff was very helpfull really enjoyed it The location was awesome and the arrangement was just superb In all I loved it
820,11 Miles,5.0,
821,Aroma The NonVeg Factory,5.0,he boneless chicken biryani is just awesomei never tried that kind of heavenly biryani ever even in delhitoo good
822,Aroma The NonVeg Factory,5.0,Ohhhhhhhh finally the kind of Biryani i was searching for decades  Taste is just No words to explain that But only thing that i was upset of was the quantity that too it cost me 110 I think these would be taken care of 
823,Aroma The NonVeg Factory,5.0,
824,Aroma The NonVeg Factory,5.0,
825,Aroma The NonVeg Factory,4.0,
826,Paradise,1.0,otal money waste Pastries r small in size n worse in taste Unchi dukan feeki pakwan Egyptian chocholate cake is a piece of shit Bad ex
827,Paradise,5.0,Yummiest cakes ever in townmouthwatering I love the softness of the cake well balanced sugar and cream  and it is very attractive too
828,Paradise,1.0,he restaurant is good but if you order food or cakes online then theyll surely dupe you They tend to make you fool Theyll send half the amount of food you ordered and take whole amount of money and there nothing is refunded They are not at all trustworthy 
829,Paradise,2.0,hay have not delivered the custome cake as was desired from them instead of beach cake I got pond cake  And I paid 2700 for something I have to compromise on Not happy at all
830,Paradise,5.0,I think it is the best Bakery of the town
831,Shree Kanha Sweets & Restaurant,1.0,Worst chilly potato I got frm here nd fried rice is also bd qualityrice are so hard Both item are tasteless dont order these food frm here
832,Shree Kanha Sweets & Restaurant,4.0,
833,Shree Kanha Sweets & Restaurant,4.0,
834,Shree Kanha Sweets & Restaurant,5.0,I ordered chhola bhaturait was very delicious
835,Shree Kanha Sweets & Restaurant,1.0,
836,Paradise Confectioner,4.0,
837,Paradise Confectioner,1.0,Yha order kro kuch aata kuch or h
838,Paradise Confectioner,5.0,
839,Paradise Confectioner,5.0,Great for bday parties
840,Paradise Confectioner,2.0,I ordered the club sandwiches n they send me the stale one really unexpected I vil never ever place the order through Zomato
841,Curry Leaf,5.0,
842,Curry Leaf,5.0,
843,Curry Leaf,5.0,
844,Curry Leaf,5.0,osa was good Especially the chutney  loved it
845,Curry Leaf,5.0,
846,U.S.Pizza,5.0,
847,U.S.Pizza,5.0,
848,U.S.Pizza,1.0,
849,U.S.Pizza,5.0,
850,U.S.Pizza,5.0,
851,Goli Vada Pav No.1,5.0,
852,Goli Vada Pav No.1,4.0,
853,Goli Vada Pav No.1,5.0,cheese  corn pops were amazing Chrispy Rolls Were really yumm  The filling was so good and freshin such an affordable price  Mojito was also refreshing  Do go  try this place everyone
854,Goli Vada Pav No.1,5.0,Small place having good ambience Total pocket friendly Their one of the best food is pao bhaji and paneer roll if u visit must try Service was not so good little slow
855,Goli Vada Pav No.1,3.0,very normal place to hang out with friends had paneer supreme vada pav it was quite good but very spicy and the bun was also very dry You can even try schezwan vada pav and paneer roll
856,Giza Family Restaurant,1.0,
857,Giza Family Restaurant,1.0,here are many better places to visit and enjoy biryani  however it was my disaster decision to have hydrabadi biryani here On the name of hydrabadi biryani they are making people fool or say not able to deliver what they are possessing  whereas real hydrabadi taste is totally different  I would recommend not to eat biryani from here unless they improve their taste or have better cook
858,New Khana Khazana Restaurant,5.0,Nice place and pocket friendly food tastes delicious Tasted masala dosa and paneer paratha both tasted good cold coffee with ice cream is good try
859,New Khana Khazana Restaurant,5.0,
860,New Khana Khazana Restaurant,1.0,Very bad service and the food quality The worst restaurant Ive ever gone through 
861,New Khana Khazana Restaurant,5.0,Be polite friendly
862,New Khana Khazana Restaurant,1.0,Make sure your food has packed well Its draining outside from box And do not sarve more oil with any dises Thank you for food Lovely test
863,Scoops N Smiles,4.0,Its more like a take away dessert cafe with nice interiors I visited this place for their stir fried ice creams which is the first of its type in allahabad Its appealing to watch the delicacy being whipped I love their Ferrero Rocher choco chip and strawberry ice cream rolls in that order Their shakes are also decent
864,Scoops N Smiles,5.0,he first cafe with live ice cream rolls shakes thick shkaes  chinese  free wifi zone  drive through and much more new things in the town
865,S Cafe,5.0,his is very good restaurant I h ave visited there All employees are very polite in nature food quality is very good Best replacement of homemade food
866,S Cafe,1.0,pki kheer kharaab thi aur chutney bhi So plz jo bhi cheez kharaab uska order place mat kara karo ya use bheja mat karo Understand hmmm sabzi thik thi Imli chutney is delicious Dal aur chaawal bhi mujhe acche lage Roti bhi bahut soft thi Aaloo ka parantha bhi gazab ka tha Bas mera kheer taste karke mood off ho gaya
867,AL- Broust's De- Fountain Restaurant,1.0,Worst place ever worst food worst taste  Parathas are a waste here I would say Every meal will be a waste here So I highly recommend dont go this place or order food from this restaurant
868,AL- Broust's De- Fountain Restaurant,1.0,Very bad experience Bad taste and also dont give sauce or anything with paratha Worst place I recommend not to order from this restaurant
869,AL- Broust's De- Fountain Restaurant,4.0,Considering the price point It was Really Good I ordered Chicken Popcorn had it been a little more deep fried like Reddish in color would have give 5 Stars For now 4 
870,Nawab Restaurant,1.0,Portion was too less for the amount of money charged
871,Hot Bite Restro,5.0,Very good place to eat and enjoy with family Im very frequent visitor to this place and love their overall appearances  Must visit if you are nearby
872,Mumbai Masala,4.0,So recently visited here find it wow place with good interior and good food its great to have there Ambience 4 out of 5 Food 4 out of 5 Staff 5 out of 5
873,Hotel New Shanti,4.0,
874,KFC,1.0,
875,KFC,3.0,
876,KFC,5.0,
877,KFC,4.0,
878,KFC,5.0,I love KFC  Specially Smoky chicken WOW Friendly nature staff
879,Hot N Cool,5.0,
880,Hot N Cool,5.0,
881,Hot N Cool,4.0,
882,Hot N Cool,4.0,
883,Hot N Cool,5.0,
884,Rolls Mania,5.0,Wow They served me the best roll Ive eaten in my life Absolutely loved it Im obsessing over how good it was I ordered a barbecue chicken and cheese roll on wheat with melted cheese It was the best roll Ive ever eaten They also wrapped up the iced tea super well so it had next to no spilling which is rare on delivery Im so impressed I cant even
